name,description,url,forks,stars,last_push,contributors
chineseocr,yolo3+ocr,https://api.github.com/repos/chineseocr/chineseocr,1322,3745,2021-01-07T04:23:03Z,4
RxPY,"Reactive Extensions for Python, https://rxpy.rtfd.io",https://api.github.com/repos/ReactiveX/RxPY,304,3742,2020-12-24T00:47:14Z,30
iGAN,Interactive Image Generation via Generative Adversarial Networks,https://api.github.com/repos/junyanz/iGAN,589,3740,2020-08-05T01:05:44Z,1
cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,https://api.github.com/repos/pyca/cryptography,800,3730,2021-01-07T17:05:48Z,30
dotbot,A tool that bootstraps your dotfiles ⚡️,https://api.github.com/repos/anishathalye/dotbot,183,3716,2020-12-26T10:01:37Z,26
skorch,A scikit-learn compatible neural network library that wraps PyTorch,https://api.github.com/repos/skorch-dev/skorch,277,3713,2020-12-29T14:55:37Z,30
pyTelegramBotAPI,Python Telegram bot api.,https://api.github.com/repos/eternnoir/pyTelegramBotAPI,1027,3710,2021-01-07T15:18:08Z,30
hy,A dialect of Lisp that's embedded in Python,https://api.github.com/repos/hylang/hy,330,3708,2021-01-01T15:42:47Z,30
ERNIE,An Implementation of ERNIE For Language Understanding (including Pre-training models and Fine-tuning tools),https://api.github.com/repos/PaddlePaddle/ERNIE,916,3878,2021-01-07T02:52:55Z,26
IPProxyPool,IPProxyPool代理池项目，提供代理ip,https://api.github.com/repos/qiyeboy/IPProxyPool,1278,3865,2018-07-13T02:09:49Z,10
sentence-transformers,Sentence Embeddings with BERT & XLNet,https://api.github.com/repos/UKPLab/sentence-transformers,725,3850,2021-01-06T17:29:11Z,30
dl-docker,"An all-in-one Docker image for deep learning. Contains all the popular DL frameworks (TensorFlow, Theano, Torch, Caffe, etc.)",https://api.github.com/repos/floydhub/dl-docker,836,3847,2019-08-21T20:18:27Z,9
pytube,"A lightweight, dependency-free Python library (and command-line utility) for downloading YouTube Videos.",https://api.github.com/repos/pytube/pytube,967,3845,2021-01-04T08:42:32Z,30
yfinance,Yahoo! Finance market data downloader (+faster Pandas Datareader),https://api.github.com/repos/ranaroussi/yfinance,989,3815,2021-01-01T08:04:57Z,23
nameko,Python framework for building microservices,https://api.github.com/repos/nameko/nameko,379,3803,2021-01-06T07:49:36Z,30
openstack,Repository tracking all OpenStack repositories as submodules. Mirror of code maintained at opendev.org.,https://api.github.com/repos/openstack/openstack,1466,3797,2021-01-07T17:31:59Z,30
tf-pose-estimation,Deep Pose Estimation implemented using Tensorflow with Custom Architectures for fast inference.,https://api.github.com/repos/ildoonet/tf-pose-estimation,1546,3795,2020-10-06T23:38:03Z,13
livestreamer,"Command-line utility that extracts streams from various services and pipes them into a video player of choice. No longer maintained, use streamlink or youtube-dl instead.",https://api.github.com/repos/chrippa/livestreamer,610,3788,2018-12-21T21:21:46Z,30
virtualenv,Virtual Python Environment builder,https://api.github.com/repos/pypa/virtualenv,876,3786,2021-01-04T16:47:21Z,30
anomaly-detection-resources,"Anomaly detection related books, papers, videos, and toolboxes",https://api.github.com/repos/yzhao062/anomaly-detection-resources,1014,3779,2020-11-25T04:33:20Z,7
CouchPotatoServer,Automatic Movie Downloading via NZBs & Torrents,https://api.github.com/repos/CouchPotato/CouchPotatoServer,1316,3774,2021-01-04T02:42:25Z,30
U-2-Net,"The code for our newly accepted paper in Pattern Recognition 2020: ""U^2-Net: Going Deeper with Nested U-Structure for Salient Object Detection.""",https://api.github.com/repos/NathanUA/U-2-Net,582,3755,2020-12-30T18:48:31Z,5
iGAN,Interactive Image Generation via Generative Adversarial Networks,https://api.github.com/repos/junyanz/iGAN,589,3740,2020-08-05T01:05:44Z,1
cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,https://api.github.com/repos/pyca/cryptography,800,3730,2021-01-07T17:05:48Z,30
sphinx,Main repository for the Sphinx documentation builder,https://api.github.com/repos/sphinx-doc/sphinx,1398,3722,2021-01-07T16:26:01Z,30
dotbot,A tool that bootstraps your dotfiles ⚡️,https://api.github.com/repos/anishathalye/dotbot,183,3716,2020-12-26T10:01:37Z,26
django-tastypie,Creating delicious APIs for Django apps since 2010.,https://api.github.com/repos/django-tastypie/django-tastypie,1155,3715,2020-11-12T22:22:13Z,30
mininet,Emulator for rapid prototyping of Software Defined Networks,https://api.github.com/repos/mininet/mininet,1465,3715,2021-01-07T15:31:23Z,30
skorch,A scikit-learn compatible neural network library that wraps PyTorch,https://api.github.com/repos/skorch-dev/skorch,277,3713,2020-12-29T14:55:37Z,30
hy,A dialect of Lisp that's embedded in Python,https://api.github.com/repos/hylang/hy,330,3708,2021-01-01T15:42:47Z,30
vprof,Visual profiler for Python,https://api.github.com/repos/nvdv/vprof,168,3704,2020-11-08T14:27:24Z,16
tensorflow-generative-model-collections,Collection of generative models in Tensorflow,https://api.github.com/repos/hwalsuklee/tensorflow-generative-model-collections,848,3698,2018-07-21T02:09:52Z,5
ASRT_SpeechRecognition,A Deep-Learning-Based Chinese Speech Recognition System 基于深度学习的中文语音识别系统,https://api.github.com/repos/nl8590687/ASRT_SpeechRecognition,1207,3690,2020-10-23T12:05:19Z,8
documentation,Official documentation for the Raspberry Pi,https://api.github.com/repos/raspberrypi/documentation,1653,3688,2021-01-06T22:05:02Z,30
stellar,Fast database snapshot and restore tool for development,https://api.github.com/repos/fastmonkeys/stellar,115,3684,2020-08-25T08:34:12Z,14
codemod,Codemod is a tool/library to assist you with large-scale codebase refactors that can be partially automated but still require human oversight and occasional intervention. Codemod was developed at Facebook and released as open source.,https://api.github.com/repos/facebook/codemod,182,3683,2020-11-28T11:33:52Z,30
udemy-dl,A cross-platform python based utility to download courses from udemy for personal offline use.,https://api.github.com/repos/r0oth3x49/udemy-dl,904,3681,2020-12-19T08:19:17Z,7
grr,GRR Rapid Response: remote live forensics for incident response,https://api.github.com/repos/google/grr,662,3670,2020-12-31T09:56:01Z,30
semantic-segmentation-pytorch,Pytorch implementation for Semantic Segmentation/Scene Parsing on MIT ADE20K dataset,https://api.github.com/repos/CSAILVision/semantic-segmentation-pytorch,836,3662,2020-10-31T09:35:57Z,10
Machine-Learning,:zap:机器学习实战（Python3）：kNN、决策树、贝叶斯、逻辑回归、SVM、线性回归、树回归,https://api.github.com/repos/Jack-Cherish/Machine-Learning,3370,3648,2020-11-30T04:02:58Z,5
OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",https://api.github.com/repos/jbarlow83/OCRmyPDF,420,3641,2021-01-06T19:43:25Z,30
dnsmasq-china-list,Chinese-specific configuration to improve your favorite DNS server. Best partner for chnroutes.,https://api.github.com/repos/felixonmars/dnsmasq-china-list,605,3638,2021-01-07T14:28:46Z,30
playwright-python,Python version of the Playwright testing and automation library.,https://api.github.com/repos/microsoft/playwright-python,274,3618,2021-01-07T05:18:24Z,13
mimic,[ab]using Unicode to create tragedy,https://api.github.com/repos/reinderien/mimic,105,3609,2019-01-10T01:19:47Z,9
pysot,"SenseTime Research platform for single object tracking, implementing algorithms like SiamRPN and SiamMask.",https://api.github.com/repos/STVIR/pysot,958,3599,2020-11-24T10:22:31Z,7
posthog,"🦔 PostHog is developer-friendly, open-source product analytics.",https://api.github.com/repos/PostHog/posthog,252,3590,2021-01-07T16:29:34Z,30
python-dotenv,Get and set values in your .env file in local and production servers. :tada:,https://api.github.com/repos/theskumar/python-dotenv,218,3585,2020-12-30T22:55:58Z,30
data-scientist-roadmap,"Toturial coming with ""data science roadmap"" graphe.",https://api.github.com/repos/MrMimic/data-scientist-roadmap,1048,3582,2020-12-11T16:39:51Z,7
cookiecutter-flask,"A flask template with Bootstrap 4, asset bundling+minification with webpack, starter templates, and registration/authentication. For use with cookiecutter.",https://api.github.com/repos/cookiecutter-flask/cookiecutter-flask,656,3578,2020-12-31T13:22:51Z,30
esptool,Espressif SoC serial bootloader utility,https://api.github.com/repos/espressif/esptool,956,3576,2021-01-05T10:35:50Z,30
colornet,Neural Network to colorize grayscale images,https://api.github.com/repos/pavelgonchar/colornet,330,3548,2020-04-21T10:17:51Z,1
bigchaindb,Meet BigchainDB. The blockchain database.,https://api.github.com/repos/bigchaindb/bigchaindb,727,3548,2020-12-23T12:14:48Z,30
curio,Curio - Dead Body Reported!,https://api.github.com/repos/dabeaz/curio,228,3541,2020-12-14T09:48:02Z,30
responder,A familiar HTTP Service Framework for Python.,https://api.github.com/repos/taoufik07/responder,212,3529,2021-01-06T08:05:27Z,30
pytorch-cifar,95.47% on CIFAR10 with PyTorch,https://api.github.com/repos/kuangliu/pytorch-cifar,1387,3527,2020-11-27T07:58:34Z,4
tf-faster-rcnn,Tensorflow Faster RCNN for Object Detection,https://api.github.com/repos/endernewton/tf-faster-rcnn,1633,3525,2019-10-26T13:01:26Z,13
guake,Drop-down terminal for GNOME,https://api.github.com/repos/Guake/guake,560,3517,2020-12-21T01:57:27Z,30
qlib,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research, and create the value of AI technologies in quantitative investment. With Qlib, you can easily try your ideas to create better Quant investment strategies.",https://api.github.com/repos/microsoft/qlib,529,3515,2021-01-07T10:30:19Z,22
s3cmd,Official s3cmd repo -- Command line tool for managing Amazon S3 and CloudFront services,https://api.github.com/repos/s3tools/s3cmd,804,3509,2020-12-25T07:46:15Z,30
sync-engine,:incoming_envelope: IMAP/SMTP sync system with modern APIs,https://api.github.com/repos/nylas/sync-engine,370,3503,2020-03-27T21:43:12Z,30
ptf,The Penetration Testers Framework (PTF) is a way for modular support for up-to-date tools.,https://api.github.com/repos/trustedsec/ptf,989,3496,2021-01-05T16:47:13Z,30
connexion,Swagger/OpenAPI First framework for Python on top of Flask with automatic endpoint validation & OAuth2 support,https://api.github.com/repos/zalando/connexion,594,3488,2021-01-04T09:40:13Z,30
kornia,Open Source Differentiable Computer Vision Library for PyTorch,https://api.github.com/repos/kornia/kornia,347,3486,2021-01-06T08:31:41Z,30
pyramid,Pyramid - A Python web framework,https://api.github.com/repos/Pylons/pyramid,859,3483,2021-01-07T16:05:54Z,30
uvicorn,The lightning-fast ASGI server. 🦄,https://api.github.com/repos/encode/uvicorn,271,3465,2021-01-03T10:55:26Z,30
w3af,"w3af: web application attack and audit framework, the open source web vulnerability scanner.",https://api.github.com/repos/andresriancho/w3af,1044,3464,2020-10-06T23:30:11Z,30
imutils,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing, skeletonization, and displaying Matplotlib images easier with OpenCV and Python.",https://api.github.com/repos/jrosebr1/imutils,864,3460,2020-12-24T22:54:44Z,13
tribler,Privacy enhanced BitTorrent client with P2P content discovery,https://api.github.com/repos/Tribler/tribler,395,3454,2021-01-07T11:48:46Z,30
GPT2-Chinese,"Chinese version of GPT2 training code, using BERT tokenizer.",https://api.github.com/repos/Morizeyao/GPT2-Chinese,881,3453,2021-01-03T12:21:29Z,4
sqlalchemy,THIS IS NOT THE OFFICIAL REPO - PLEASE SUBMIT PRs ETC AT: http://github.com/sqlalchemy/sqlalchemy,https://api.github.com/repos/zzzeek/sqlalchemy,889,3439,2021-01-07T16:02:43Z,30
rebound,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown,https://api.github.com/repos/shobrook/rebound,319,3437,2021-01-04T03:14:38Z,14
snips-nlu,Snips Python library to extract meaning from text,https://api.github.com/repos/snipsco/snips-nlu,474,3429,2020-12-24T12:59:47Z,15
wfuzz,Web application fuzzer,https://api.github.com/repos/xmendez/wfuzz,857,3422,2020-12-21T07:39:42Z,24
LSTM-Neural-Network-for-Time-Series-Prediction,LSTM built using Keras Python package to predict time series steps and sequences. Includes sin wave and stock market data,https://api.github.com/repos/jaungiers/LSTM-Neural-Network-for-Time-Series-Prediction,1575,3419,2020-11-13T17:25:50Z,1
sktime,A unified framework for machine learning with time series,https://api.github.com/repos/alan-turing-institute/sktime,415,3399,2021-01-07T16:50:26Z,30
transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions",https://api.github.com/repos/pytransitions/transitions,413,3395,2020-12-28T20:08:50Z,30
Synonyms,:herb: 中文近义词：聊天机器人，智能问答工具包,https://api.github.com/repos/chatopera/Synonyms,712,3392,2021-01-03T03:59:40Z,9
Deformable-ConvNets,Deformable Convolutional Networks,https://api.github.com/repos/msracver/Deformable-ConvNets,910,3378,2019-08-15T02:23:05Z,10
Cactus,Static site generator for designers. Uses Python and Django templates.,https://api.github.com/repos/eudicots/Cactus,317,3374,2020-12-23T10:51:29Z,30
Pytorch-UNet,PyTorch implementation of the U-Net for image semantic segmentation with high quality images,https://api.github.com/repos/milesial/Pytorch-UNet,1110,3364,2021-01-04T07:13:19Z,11
mongoengine,A Python Object-Document-Mapper for working with MongoDB,https://api.github.com/repos/MongoEngine/mongoengine,1129,3364,2021-01-04T08:18:57Z,30
KnowledgeGraphData,史上最大规模1.4亿中文知识图谱开源下载,https://api.github.com/repos/ownthink/KnowledgeGraphData,568,3362,2020-10-21T09:03:16Z,2
scalene,"Scalene: a high-performance, high-precision CPU and memory profiler for Python",https://api.github.com/repos/emeryberger/scalene,119,3361,2021-01-02T20:20:05Z,16
s2client-proto,StarCraft II Client - protocol definitions used to communicate with StarCraft II.,https://api.github.com/repos/Blizzard/s2client-proto,394,3351,2020-12-10T18:30:47Z,20
androguard,"Reverse engineering, Malware and goodware analysis of Android applications ... and more (ninja !)",https://api.github.com/repos/androguard/androguard,841,3346,2020-11-24T05:57:07Z,30
python,Official Python client library for kubernetes,https://api.github.com/repos/kubernetes-client/python,1927,3342,2021-01-07T03:01:21Z,30
attrs,Python Classes Without Boilerplate,https://api.github.com/repos/python-attrs/attrs,238,3336,2021-01-04T12:24:57Z,30
imagededup,😎 Finding duplicate images made easy!,https://api.github.com/repos/idealo/imagededup,274,3325,2020-12-21T13:30:38Z,8
MatchZoo,"Facilitating the design, comparison and sharing of deep text matching models.",https://api.github.com/repos/NTMC-Community/MatchZoo,870,3314,2020-06-17T07:27:59Z,27
pampy,Pampy: The Pattern Matching for Python you always dreamed of.,https://api.github.com/repos/santinic/pampy,115,3312,2020-04-11T23:04:54Z,6
