name,description,url,forks,stars,last_push,contributors
docopt,"Pythonic command line arguments parser, that will make you smile",https://api.github.com/repos/docopt/docopt,539,7267,2020-10-19T14:28:53Z,28
Bringing-Old-Photos-Back-to-Life,Bringing Old Photo Back to Life (CVPR 2020 oral),https://api.github.com/repos/microsoft/Bringing-Old-Photos-Back-to-Life,610,7230,2020-12-01T11:43:52Z,6
elastalert,Easy & Flexible Alerting With ElasticSearch,https://api.github.com/repos/Yelp/elastalert,1642,7213,2021-01-07T17:30:41Z,30
moviepy,Video editing with Python,https://api.github.com/repos/Zulko/moviepy,1038,7196,2021-01-05T05:28:50Z,30
abu,阿布量化交易系统(股票，期权，期货，比特币，机器学习) 基于python的开源量化交易，量化投资架构,https://api.github.com/repos/bbfamily/abu,2667,7194,2020-12-23T02:53:50Z,2
py-faster-rcnn,Faster R-CNN (Python implementation) -- see https://github.com/ShaoqingRen/faster_rcnn for the official MATLAB version,https://api.github.com/repos/rbgirshick/py-faster-rcnn,4077,7185,2019-11-07T04:31:35Z,5
pysc2,StarCraft II Learning Environment,https://api.github.com/repos/deepmind/pysc2,1089,7144,2020-07-29T16:22:31Z,26
gdb-dashboard,Modular visual interface for GDB in Python,https://api.github.com/repos/cyrus-and/gdb-dashboard,546,7119,2020-12-21T21:31:47Z,12
bottle,bottle.py is a fast and simple micro-framework for python web-applications.,https://api.github.com/repos/bottlepy/bottle,1362,7113,2021-01-05T19:23:53Z,30
dvc,🦉Data Version Control | Git for Data & Models,https://api.github.com/repos/iterative/dvc,664,7016,2021-01-07T17:01:05Z,30
albumentations,Fast image augmentation library and easy to use wrapper around other libraries. Documentation:  https://albumentations.ai/docs/ Paper about library: https://www.mdpi.com/2078-2489/11/2/125,https://api.github.com/repos/albumentations-team/albumentations,908,6998,2021-01-03T07:22:35Z,30
gitsome,A supercharged Git/GitHub command line interface (CLI).  An official integration for GitHub and GitHub Enterprise: https://github.com/works-with/category/desktop-tools,https://api.github.com/repos/donnemartin/gitsome,399,6971,2020-12-22T10:58:46Z,28
binwalk,Firmware Analysis Tool,https://api.github.com/repos/ReFirmLabs/binwalk,1056,6960,2020-12-07T13:50:29Z,30
psutil,Cross-platform lib for process and system monitoring in Python,https://api.github.com/repos/giampaolo/psutil,1073,6942,2021-01-07T11:19:12Z,30
practical-python,Practical Python Programming (course by @dabeaz),https://api.github.com/repos/dabeaz-course/practical-python,3227,6925,2020-12-25T01:49:00Z,22
devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",https://api.github.com/repos/bregman-arie/devops-exercises,1211,6924,2021-01-03T09:56:06Z,30
30-seconds-of-python,Short Python code snippets for all your development needs,https://api.github.com/repos/30-seconds/30-seconds-of-python,1071,6902,2021-01-04T10:47:12Z,30
monoid,"Customisable coding font with alternates, ligatures and contextual positioning. Crazy crisp at 12px/9pt. http://larsenwork.com/monoid/",https://api.github.com/repos/larsenwork/monoid,157,6835,2020-10-26T07:45:56Z,16
WeixinBot,网页版微信API，包含终端版微信及微信机器人,https://api.github.com/repos/Urinx/WeixinBot,1971,6813,2019-11-27T08:44:08Z,22
frida,Clone this repo to build Frida,https://api.github.com/repos/frida/frida,803,6796,2021-01-07T01:24:14Z,30
Statistical-Learning-Method_Code,手写实现李航《统计学习方法》书中全部算法,https://api.github.com/repos/Dod-o/Statistical-Learning-Method_Code,2083,6756,2020-09-08T09:04:31Z,2
tensorboardX,"tensorboard for pytorch (and chainer, mxnet, numpy, ...)",https://api.github.com/repos/lanpa/tensorboardX,785,6746,2020-10-14T17:46:25Z,30
stylegan2,StyleGAN2 - Official TensorFlow Implementation,https://api.github.com/repos/NVlabs/stylegan2,1572,6739,2020-12-13T06:55:09Z,1
python-prompt-toolkit,Library for building powerful interactive command line applications in Python,https://api.github.com/repos/prompt-toolkit/python-prompt-toolkit,519,6729,2021-01-07T16:23:39Z,30
deep-learning-models,Keras code and weights files for popular deep learning models.,https://api.github.com/repos/fchollet/deep-learning-models,2335,6715,2020-10-01T05:28:40Z,2
supervisor,Supervisor process control system for UNIX,https://api.github.com/repos/Supervisor/supervisor,1089,6585,2020-12-14T18:29:14Z,30
theZoo,A repository of LIVE malwares for your own joy and pleasure. theZoo is a project created to make the possibility of malware analysis open and available to the public.,https://api.github.com/repos/ytisf/theZoo,1808,6575,2020-12-19T13:03:52Z,16
youtube-dl-gui,A cross platform front-end GUI of the popular youtube-dl written in wxPython.,https://api.github.com/repos/MrS0m30n3/youtube-dl-gui,1230,6561,2020-12-24T09:04:46Z,22
mps-youtube,Terminal based YouTube player and downloader,https://api.github.com/repos/mps-youtube/mps-youtube,553,6516,2020-12-17T18:31:49Z,30
keras-yolo3,A Keras implementation of YOLOv3 (Tensorflow backend),https://api.github.com/repos/qqwweee/keras-yolo3,3233,6493,2020-12-24T08:07:46Z,7
yolov3,YOLOv3 in PyTorch > ONNX > CoreML > TFLite,https://api.github.com/repos/ultralytics/yolov3,2415,6492,2021-01-07T00:39:04Z,30
records,SQL for Humans™,https://api.github.com/repos/kennethreitz42/records,538,6481,2020-12-22T07:29:21Z,30
transferlearning,Everything about Transfer Learning and Domain Adaptation--迁移学习,https://api.github.com/repos/jindongwang/transferlearning,2350,6467,2021-01-06T12:26:41Z,18
boto,"For the latest version of boto, see https://github.com/boto/boto3 -- Python interface to Amazon Web Services",https://api.github.com/repos/boto/boto,2321,6455,2020-12-22T09:23:35Z,30
tensorlayer,Deep Learning and Reinforcement Learning Library for Scientists and Engineers 🔥,https://api.github.com/repos/tensorlayer/tensorlayer,1454,6446,2021-01-06T07:16:21Z,30
dgl,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",https://api.github.com/repos/dmlc/dgl,1283,6432,2021-01-07T17:17:51Z,30
howmanypeoplearearound,Count the number of people around you :family_man_man_boy: by monitoring wifi signals :satellite:,https://api.github.com/repos/schollz/howmanypeoplearearound,366,6426,2020-05-13T22:37:09Z,11
pysheeet,Python Cheat Sheet,https://api.github.com/repos/crazyguitar/pysheeet,904,6426,2021-01-07T16:29:44Z,30
arrow,Better dates & times for Python,https://api.github.com/repos/arrow-py/arrow,543,6412,2021-01-07T17:20:43Z,30
bup,"Very efficient backup system based on the git packfile format, providing fast incremental saves and global deduplication (among and within files, including virtual machine images). Current release is 0.31, and the development branch is master. Please post problems or patches to the mailing list for discussion (see the end of the README below).",https://api.github.com/repos/bup/bup,391,6408,2021-01-06T01:46:30Z,30
pytorch-image-models,"PyTorch image models, scripts, pretrained weights -- (SE)ResNet/ResNeXT, DPN, EfficientNet, MixNet, MobileNet-V3/V2, MNASNet, Single-Path NAS, FBNet, and more",https://api.github.com/repos/rwightman/pytorch-image-models,903,6391,2021-01-06T05:26:35Z,23
generative-models,"Collection of generative models, e.g. GAN, VAE in Pytorch and Tensorflow.",https://api.github.com/repos/wiseodd/generative-models,1984,6386,2019-01-31T17:49:34Z,6
fsociety,fsociety Hacking Tools Pack – A Penetration Testing Framework,https://api.github.com/repos/Manisso/fsociety,1491,6339,2020-10-16T15:00:01Z,19
pifuhd,High-Resolution 3D Human Digitization from A Single Image.,https://api.github.com/repos/facebookresearch/pifuhd,737,6326,2020-12-13T18:38:17Z,7
discord.py,An API wrapper for Discord written in Python.,https://api.github.com/repos/Rapptz/discord.py,1822,6323,2021-01-07T13:30:06Z,30
python-for-android,Turn your Python application into an Android APK,https://api.github.com/repos/kivy/python-for-android,1386,6314,2021-01-07T16:39:12Z,30
ajenti,Ajenti Core and stock plugins,https://api.github.com/repos/ajenti/ajenti,752,6283,2020-12-31T14:58:52Z,14
django-debug-toolbar,A configurable set of panels that display various debug information about the current request/response.,https://api.github.com/repos/jazzband/django-debug-toolbar,905,6266,2021-01-03T23:28:04Z,30
eve,REST API framework designed for human beings,https://api.github.com/repos/pyeve/eve,728,6262,2021-01-07T15:24:55Z,30
readthedocs.org,The source code that powers readthedocs.org,https://api.github.com/repos/readthedocs/readthedocs.org,3289,6261,2021-01-07T16:15:13Z,30
graphene,GraphQL framework for Python,https://api.github.com/repos/graphql-python/graphene,659,6253,2021-01-06T14:18:39Z,30
httpx,A next generation HTTP client for Python. 🦋,https://api.github.com/repos/encode/httpx,401,6251,2021-01-07T12:48:04Z,30
sshuttle,Transparent proxy server that works as a poor man's VPN.  Forwards over ssh.  Doesn't require admin.  Works with Linux and MacOS.  Supports DNS tunneling.,https://api.github.com/repos/sshuttle/sshuttle,433,6243,2021-01-03T22:05:33Z,30
datasets,"🤗 The largest hub of ready-to-use NLP datasets for ML models with fast, easy-to-use and efficient data manipulation tools",https://api.github.com/repos/huggingface/datasets,661,6238,2021-01-07T17:20:51Z,30
Python,Python脚本。模拟登录知乎， 爬虫，操作excel，微信公众号，远程开机,https://api.github.com/repos/injetlee/Python,3300,6234,2020-10-30T05:08:26Z,3
nupic,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of intelligence based strictly on the neuroscience of the neocortex.",https://api.github.com/repos/numenta/nupic,1584,6190,2020-12-11T19:56:36Z,30
sanitizers,"AddressSanitizer, ThreadSanitizer, MemorySanitizer",https://api.github.com/repos/google/sanitizers,647,6171,2020-11-24T21:50:57Z,24
ddia,《Designing Data-Intensive Application》DDIA中文翻译,https://api.github.com/repos/Vonng/ddia,1417,6159,2021-01-07T13:06:23Z,30
tvm,"Open deep learning compiler stack for cpu, gpu and specialized accelerators",https://api.github.com/repos/apache/tvm,1788,6145,2021-01-07T16:24:32Z,30
gitfiti,abusing github commit history for the lulz,https://api.github.com/repos/gelstudios/gitfiti,745,6143,2020-12-22T23:04:20Z,24
trape,People tracker on the Internet: OSINT analysis and research tool by Jose Pino,https://api.github.com/repos/jofpin/trape,1052,6141,2020-12-23T10:46:40Z,15
DAIN,Depth-Aware Video Frame Interpolation (CVPR 2019),https://api.github.com/repos/baowenbo/DAIN,637,6121,2020-11-21T23:01:12Z,8
pytext,A natural language modeling framework based on PyTorch,https://api.github.com/repos/facebookresearch/pytext,777,6109,2021-01-07T07:58:37Z,30
qutebrowser,"A keyboard-driven, vim-like browser based on PyQt5.",https://api.github.com/repos/qutebrowser/qutebrowser,806,6106,2021-01-07T13:51:33Z,30
django-allauth,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party (social) account authentication.",https://api.github.com/repos/pennersr/django-allauth,2176,6106,2021-01-06T16:13:26Z,30
social-engineer-toolkit,The Social-Engineer Toolkit (SET) repository from TrustedSec - All new versions of SET will be deployed here.,https://api.github.com/repos/trustedsec/social-engineer-toolkit,1910,6095,2020-10-18T20:07:50Z,30
ipwndfu,open-source jailbreaking tool for many iOS devices,https://api.github.com/repos/axi0mX/ipwndfu,1557,6089,2020-11-30T10:36:27Z,2
impacket,Impacket is a collection of Python classes for working with network protocols.,https://api.github.com/repos/SecureAuthCorp/impacket,1794,6073,2021-01-05T16:28:17Z,30
ngxtop,Real-time metrics for nginx server,https://api.github.com/repos/lebinh/ngxtop,464,6048,2020-12-21T01:02:13Z,8
pupy,"Pupy is an opensource, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool mainly written in python",https://api.github.com/repos/n1nj4sec/pupy,1558,6038,2020-12-23T00:54:41Z,30
boto3,AWS SDK for Python,https://api.github.com/repos/boto/boto3,1301,6034,2021-01-06T20:29:13Z,30
jupyterhub,Multi-user server for Jupyter notebooks,https://api.github.com/repos/jupyterhub/jupyterhub,1508,6022,2021-01-05T19:09:53Z,30
wait-for-it,Pure bash script to test and wait on the availability of a TCP host and port,https://api.github.com/repos/vishnubob/wait-for-it,1656,6010,2020-12-18T20:06:02Z,11
BossSensor,Hide screen when boss is approaching.,https://api.github.com/repos/Hironsan/BossSensor,1105,5999,2018-10-31T11:42:42Z,4
LaZagne,Credentials recovery project,https://api.github.com/repos/AlessandroZ/LaZagne,1587,5996,2020-11-14T10:58:25Z,30
beeswithmachineguns,A utility for arming (creating) many bees (micro EC2 instances) to attack (load test) targets (web applications).,https://api.github.com/repos/newsapps/beeswithmachineguns,647,5996,2020-03-19T00:00:58Z,30
nginx-book,Nginx开发从入门到精通,https://api.github.com/repos/taobao/nginx-book,1914,5996,2018-03-28T08:00:15Z,28
Reinforcement-learning-with-tensorflow,Simple Reinforcement learning tutorials,https://api.github.com/repos/MorvanZhou/Reinforcement-learning-with-tensorflow,3969,5991,2020-11-01T09:02:48Z,5
faster-rcnn.pytorch,A faster pytorch implementation of faster r-cnn,https://api.github.com/repos/jwyang/faster-rcnn.pytorch,2044,5967,2020-12-24T08:40:43Z,28
numba,NumPy aware dynamic Python compiler using LLVM,https://api.github.com/repos/numba/numba,747,5958,2021-01-07T17:39:13Z,30
aws-shell,An integrated shell for working with the AWS CLI.,https://api.github.com/repos/awslabs/aws-shell,603,5929,2020-12-04T20:30:11Z,10
scapy,Scapy: the Python-based interactive packet manipulation program & library. Supports Python 2 & Python 3.,https://api.github.com/repos/secdev/scapy,1374,5904,2021-01-07T09:56:38Z,30
statsmodels,Statsmodels: statistical modeling and econometrics in Python,https://api.github.com/repos/statsmodels/statsmodels,2143,5882,2021-01-07T11:29:29Z,30
tensorpack,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility",https://api.github.com/repos/tensorpack/tensorpack,1753,5879,2020-12-24T00:24:32Z,30
deepo,Set up deep learning environment in a single command line.,https://api.github.com/repos/ufoym/deepo,739,5877,2021-01-04T02:00:21Z,9
flask-restful,Simple framework for creating REST APIs,https://api.github.com/repos/flask-restful/flask-restful,921,5870,2020-12-02T01:51:15Z,30
ultisnips,UltiSnips - The ultimate snippet solution for Vim. Send pull requests to SirVer/ultisnips!,https://api.github.com/repos/SirVer/ultisnips,605,5834,2020-12-14T10:56:51Z,30
ffmpeg-python,Python bindings for FFmpeg - with complex filtering support,https://api.github.com/repos/kkroening/ffmpeg-python,467,4626,2021-01-03T10:44:03Z,19
lihang_book_algorithm,致力于将李航博士《统计学习方法》一书中所有算法实现一遍,https://api.github.com/repos/WenDesi/lihang_book_algorithm,1809,4617,2019-04-29T09:39:05Z,1
Surprise,A Python scikit for building and analyzing recommender systems,https://api.github.com/repos/NicolasHug/Surprise,827,4611,2020-08-14T13:20:04Z,30
Chinese-BERT-wwm,Pre-Training with Whole Word Masking for Chinese BERT（中文BERT-wwm系列模型）,https://api.github.com/repos/ymcui/Chinese-BERT-wwm,785,4602,2020-11-20T03:39:41Z,2
knowledge-repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://api.github.com/repos/airbnb/knowledge-repo,636,4602,2020-11-24T21:03:41Z,30
asyncpg,A fast PostgreSQL Database Client Library for Python/asyncio.,https://api.github.com/repos/MagicStack/asyncpg,262,4582,2020-12-23T12:14:27Z,30
flask-admin,Simple and extensible administrative interface framework for Flask,https://api.github.com/repos/flask-admin/flask-admin,1301,4563,2021-01-04T12:18:03Z,30
bips,Bitcoin Improvement Proposals,https://api.github.com/repos/bitcoin/bips,2921,4553,2021-01-06T16:43:48Z,30
weibospider,":zap: A distributed crawler for weibo, building with celery and requests.",https://api.github.com/repos/SpiderClub/weibospider,1259,4544,2020-07-11T04:35:54Z,13
noteshrink,"Convert scans of handwritten notes to beautiful, compact PDFs",https://api.github.com/repos/mzucker/noteshrink,333,4539,2019-06-26T11:39:08Z,3
instagram-scraper,Scrapes an instagram user's photos and videos,https://api.github.com/repos/arc298/instagram-scraper,1013,4538,2020-12-24T22:21:07Z,30
edgedb,The next generation relational database.,https://api.github.com/repos/edgedb/edgedb,114,4518,2021-01-06T22:31:42Z,24
PathPicker,"PathPicker accepts a wide range of input -- output from git commands, grep results, searches -- pretty much anything.After parsing the input, PathPicker presents you with a nice UI to select which files you're interested in. After that you can open them in your favorite editor or execute arbitrary commands.",https://api.github.com/repos/facebook/PathPicker,279,4518,2020-12-24T16:25:34Z,30
watchdog,Python library and shell utilities to monitor filesystem events.,https://api.github.com/repos/gorakhargosh/watchdog,544,4511,2021-01-07T15:50:26Z,30
xadmin,"Drop-in replacement of Django admin comes with lots of goodies, fully extensible with plugin support, pretty UI based on Twitter Bootstrap.",https://api.github.com/repos/sshwsfc/xadmin,1393,4510,2020-12-17T01:06:12Z,30
TensorFlow-World,:earth_americas: Simple and ready-to-use tutorials for TensorFlow,https://api.github.com/repos/astorfi/TensorFlow-World,427,4509,2020-12-23T00:18:21Z,4
example-code,"Example code for the book Fluent Python, First Edition (O'Reilly, 2015)",https://api.github.com/repos/fluentpython/example-code,1823,4507,2020-12-24T05:20:38Z,4
acme-tiny,A tiny script to issue and renew TLS certs from Let's Encrypt,https://api.github.com/repos/diafygi/acme-tiny,549,4489,2020-12-08T15:37:41Z,30
datasette,An open source multi-tool for exploring and publishing data,https://api.github.com/repos/simonw/datasette,252,4489,2021-01-06T18:22:47Z,30
pdfminer,Python PDF Parser (Not actively maintained). Check out pdfminer.six.,https://api.github.com/repos/euske/pdfminer,1032,4466,2020-06-23T18:16:10Z,19
Minecraft,Simple Minecraft-inspired program using Python and Pyglet,https://api.github.com/repos/fogleman/Minecraft,1029,4465,2020-12-23T00:57:06Z,13
Airtest,UI Automation Framework for Games and Apps,https://api.github.com/repos/AirtestProject/Airtest,768,4446,2020-12-29T03:44:11Z,30
csvkit,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",https://api.github.com/repos/wireservice/csvkit,544,4440,2020-10-30T01:59:33Z,30
ta-lib,Python wrapper for TA-Lib (http://ta-lib.org/).,https://api.github.com/repos/mrjbq7/ta-lib,986,4435,2021-01-06T17:18:50Z,18
tiler,👷 Build images with images,https://api.github.com/repos/nuno-faria/tiler,252,4411,2019-09-14T13:14:59Z,2
clusterfuzz,Scalable fuzzing infrastructure.,https://api.github.com/repos/google/clusterfuzz,407,4409,2021-01-07T17:03:56Z,30
jasper-client,Client code for Jasper voice computing platform,https://api.github.com/repos/jasperproject/jasper-client,1047,4408,2020-10-21T08:44:26Z,13
snorkel,A system for quickly generating training data with weak supervision,https://api.github.com/repos/snorkel-team/snorkel,722,4388,2020-10-02T14:30:46Z,30
umap,Uniform Manifold Approximation and Projection,https://api.github.com/repos/lmcinnes/umap,470,4362,2021-01-05T16:22:21Z,30
google-api-python-client,🐍 The official Python client library for Google's discovery based APIs.,https://api.github.com/repos/googleapis/google-api-python-client,1797,4354,2021-01-07T12:59:05Z,30
onionshare,"Securely and anonymously share files, host websites, and chat with friends using the Tor network",https://api.github.com/repos/micahflee/onionshare,519,4294,2021-01-01T23:56:56Z,30
commonmark-spec,"CommonMark spec, with reference implementations in C and JavaScript",https://api.github.com/repos/commonmark/commonmark-spec,279,4285,2020-12-16T00:07:21Z,30
pendulum,Python datetimes made easy,https://api.github.com/repos/sdispater/pendulum,241,4233,2020-12-14T10:32:51Z,30
volatility,An advanced memory forensics framework,https://api.github.com/repos/volatilityfoundation/volatility,898,4226,2020-12-14T21:53:28Z,30
moto,A library that allows you to easily mock out tests based on AWS infrastructure.,https://api.github.com/repos/spulec/moto,1299,4220,2021-01-07T13:21:18Z,30
pycodestyle,Simple Python style checker in one Python file,https://api.github.com/repos/PyCQA/pycodestyle,592,4217,2021-01-07T16:18:02Z,30
buku,:bookmark: Browser-independent bookmark manager,https://api.github.com/repos/jarun/buku,230,4176,2020-12-29T08:39:03Z,30
kafka-python,Python client for Apache Kafka,https://api.github.com/repos/dpkp/kafka-python,1124,4165,2021-01-07T11:56:19Z,30
PRNet,Joint 3D Face Reconstruction and Dense Alignment with Position Map Regression Network (ECCV 2018),https://api.github.com/repos/YadiraF/PRNet,845,4159,2020-10-01T19:40:00Z,4
DataSciencePython,common data analysis and machine learning tasks using python,https://api.github.com/repos/ujjwalkarn/DataSciencePython,1336,4157,2020-11-30T14:19:05Z,7
ctf-wiki,"A new start for CTF Wiki! Come and join us, we need you!",https://api.github.com/repos/ctf-wiki/ctf-wiki,917,4146,2021-01-07T13:43:24Z,30
twisted,Event-driven networking engine written in Python.,https://api.github.com/repos/twisted/twisted,1009,4128,2021-01-07T09:29:27Z,30
lutris,Lutris desktop client in Python / PyGObject,https://api.github.com/repos/lutris/lutris,387,4125,2021-01-05T08:49:06Z,30
scikit-image,Image processing in Python,https://api.github.com/repos/scikit-image/scikit-image,1720,4123,2021-01-07T13:19:06Z,30
awesome-math,A curated list of awesome mathematics resources,https://api.github.com/repos/rossant/awesome-math,618,4118,2021-01-04T08:31:02Z,28
uds,Unlimited Drive Storage by splitting binary files into base64,https://api.github.com/repos/stewartmcgown/uds,269,4117,2020-11-24T11:38:00Z,22
huxley,A testing system for catching visual regressions in Web applications.,https://api.github.com/repos/facebookarchive/huxley,305,4104,2019-11-04T00:29:48Z,7
pygorithm,A Python module for learning all major algorithms,https://api.github.com/repos/OmkarPathak/pygorithm,484,4103,2020-12-23T03:52:06Z,27
ssd.pytorch,A PyTorch Implementation of Single Shot MultiBox Detector,https://api.github.com/repos/amdegroot/ssd.pytorch,1542,4098,2021-01-04T16:20:13Z,8
security_monkey,"Security Monkey monitors AWS, GCP, OpenStack, and GitHub orgs for assets and their changes over time.",https://api.github.com/repos/Netflix/security_monkey,791,4098,2021-01-04T22:13:44Z,30
cookiecutter-data-science,"A logical, reasonably standardized, but flexible project structure for doing and sharing data science work.",https://api.github.com/repos/drivendata/cookiecutter-data-science,1367,4092,2020-12-31T14:00:27Z,30
django-crispy-forms,The best way to have DRY Django forms. The app provides a tag and filter that lets you quickly render forms in a div format while providing an enormous amount of capability to configure and control the rendered HTML.,https://api.github.com/repos/django-crispy-forms/django-crispy-forms,682,4072,2020-12-21T13:42:34Z,30
Eel,A little Python library for making simple Electron-like HTML/JS GUI apps,https://api.github.com/repos/ChrisKnott/Eel,390,4067,2020-12-12T22:37:40Z,30
kinto,A generic JSON document store with sharing and synchronisation capabilities.,https://api.github.com/repos/Kinto/kinto,393,4043,2021-01-05T21:45:15Z,30
typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",https://api.github.com/repos/tiangolo/typer,147,4029,2021-01-06T06:35:40Z,8
learning-to-learn,Learning to Learn in TensorFlow,https://api.github.com/repos/deepmind/learning-to-learn,607,4012,2020-01-19T20:41:22Z,5
pyod,A Python Toolbox for Scalable Outlier Detection (Anomaly Detection),https://api.github.com/repos/yzhao062/pyod,828,4004,2020-12-23T15:20:44Z,17
Background-Matting,Background Matting: The World is Your Green Screen,https://api.github.com/repos/senguptaumd/Background-Matting,553,3995,2020-12-18T11:41:07Z,3
MachineLearning,Basic Machine Learning and Deep Learning,https://api.github.com/repos/wepe/MachineLearning,2872,3985,2020-10-02T15:34:28Z,5
BERT-pytorch,Google AI 2018 BERT pytorch implementation,https://api.github.com/repos/codertimo/BERT-pytorch,893,3972,2020-09-23T06:50:48Z,5
metaflow,Build and manage real-life data science projects with ease.,https://api.github.com/repos/Netflix/metaflow,323,3969,2021-01-07T00:54:31Z,27
DrQA,Reading Wikipedia to Answer Open-Domain Questions,https://api.github.com/repos/facebookresearch/DrQA,844,3968,2020-11-09T01:10:25Z,10
DeepLearningTutorials,Deep Learning Tutorial notes and code. See the wiki for more info.,https://api.github.com/repos/lisa-lab/DeepLearningTutorials,2164,3965,2020-09-30T13:03:49Z,30
conda,"OS-agnostic, system-level binary package manager and ecosystem",https://api.github.com/repos/conda/conda,995,3964,2021-01-07T16:16:51Z,30
deep-learning-roadmap,:satellite: All You Need to Know About Deep Learning - A kick-starter,https://api.github.com/repos/instillai/deep-learning-roadmap,609,3958,2020-10-29T16:07:58Z,3
dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",https://api.github.com/repos/pudo/dataset,263,3958,2020-12-30T21:33:31Z,30
research,"dataset and code for 2016 paper ""Learning a Driving Simulator""",https://api.github.com/repos/commaai/research,1169,3943,2020-02-26T20:35:48Z,13
tinydb,TinyDB is a lightweight document oriented database optimized for your happiness :),https://api.github.com/repos/msiemens/tinydb,364,3931,2021-01-04T09:54:25Z,30
fuckitpy,The Python error steamroller.,https://api.github.com/repos/ajalt/fuckitpy,156,3926,2020-10-19T15:43:06Z,8
Tensorflow-Tutorial,Tensorflow tutorial from basic to hard,https://api.github.com/repos/MorvanZhou/Tensorflow-Tutorial,1842,3922,2020-10-31T02:48:09Z,2
jukebox,"Code for the paper ""Jukebox: A Generative Model for Music""",https://api.github.com/repos/openai/jukebox,531,3916,2020-11-20T15:26:43Z,7
tinygrad,You like pytorch? You like micrograd? You love tinygrad! ❤️ ,https://api.github.com/repos/geohot/tinygrad,433,3910,2021-01-05T15:56:22Z,30
ntfy,"🖥️📱🔔 A utility for sending notifications, on demand and when commands finish.",https://api.github.com/repos/dschep/ntfy,181,3885,2020-11-01T05:53:02Z,30
ERNIE,An Implementation of ERNIE For Language Understanding (including Pre-training models and Fine-tuning tools),https://api.github.com/repos/PaddlePaddle/ERNIE,916,3878,2021-01-07T02:52:55Z,26
rockstar,Makes you a Rockstar C++ Programmer in 2 minutes,https://api.github.com/repos/avinassh/rockstar,284,3876,2020-10-01T09:26:43Z,30
pywonderland,A tour in the wonderland of math with python.,https://api.github.com/repos/neozhaoliang/pywonderland,359,3875,2020-12-31T08:52:54Z,7
maltrail,Malicious traffic detection system,https://api.github.com/repos/stamparm/maltrail,736,3854,2021-01-07T17:29:22Z,24
papermill,"📚 Parameterize, execute, and analyze notebooks",https://api.github.com/repos/nteract/papermill,297,3853,2021-01-06T21:43:32Z,30
neon,Intel® Nervana™ reference deep learning framework committed to best performance on all hardware,https://api.github.com/repos/NervanaSystems/neon,842,3853,2020-12-23T01:21:42Z,30
sentence-transformers,Sentence Embeddings with BERT & XLNet,https://api.github.com/repos/UKPLab/sentence-transformers,725,3850,2021-01-06T17:29:11Z,30
tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",https://api.github.com/repos/jazzband/tablib,559,3831,2020-12-13T06:03:08Z,30
better-exceptions,"Pretty and useful exceptions in Python, automatically.",https://api.github.com/repos/Qix-/better-exceptions,192,3825,2021-01-02T12:26:41Z,14
tf-pose-estimation,Deep Pose Estimation implemented using Tensorflow with Custom Architectures for fast inference.,https://api.github.com/repos/ildoonet/tf-pose-estimation,1546,3795,2020-10-06T23:38:03Z,13
virtualenv,Virtual Python Environment builder,https://api.github.com/repos/pypa/virtualenv,876,3786,2021-01-04T16:47:21Z,30
anomaly-detection-resources,"Anomaly detection related books, papers, videos, and toolboxes",https://api.github.com/repos/yzhao062/anomaly-detection-resources,1014,3779,2020-11-25T04:33:20Z,7
CouchPotatoServer,Automatic Movie Downloading via NZBs & Torrents,https://api.github.com/repos/CouchPotato/CouchPotatoServer,1316,3774,2021-01-04T02:42:25Z,30
Lasagne,Lightweight library to build and train neural networks in Theano,https://api.github.com/repos/Lasagne/Lasagne,976,3770,2019-11-20T20:28:31Z,30
awslogs,AWS CloudWatch logs for Humans™,https://api.github.com/repos/jorgebastida/awslogs,278,3769,2020-12-02T15:22:58Z,30
DeepNude-an-Image-to-Image-technology,"DeepNude's algorithm and general image generation theory and practice research, including pix2pix, CycleGAN, UGATIT, DCGAN, SinGAN, ALAE, mGANprior, StarGAN-v2 and VAE models (TensorFlow2 implementation). DeepNude的算法以及通用生成对抗网络（GAN,Generative Adversarial Network）图像生成的理论与实践研究。",https://api.github.com/repos/yuanxiaosc/DeepNude-an-Image-to-Image-technology,1606,3763,2020-07-12T12:10:27Z,1
kaggle-api,Official Kaggle API,https://api.github.com/repos/Kaggle/kaggle-api,769,3758,2020-12-03T05:16:08Z,30
statuspage,A statuspage generator that lets you host your statuspage for free on Github.,https://api.github.com/repos/jayfk/statuspage,182,3746,2020-10-22T18:11:53Z,16
storm,Manage your SSH like a boss.,https://api.github.com/repos/emre/storm,170,3746,2020-03-26T16:29:08Z,22
